trip_id,on_time_flag,detention_minutes,driver_id,truck_id
TRIP00002182,0.5,381,DRV00057,TRK00106
TRIP00002183,0.5,175,DRV00105,TRK00039
TRIP00002184,0.5,132,DRV00077,TRK00024
TRIP00002185,0.0,148,DRV00055,TRK00006
TRIP00002186,1.0,262,DRV00143,TRK00040
TRIP00002187,0.5,0,DRV00018,TRK00093
TRIP00002188,0.5,31,DRV00105,TRK00115
TRIP00002189,1.0,18,DRV00082,TRK00098
TRIP00002190,0.0,90,DRV00126,TRK00020
TRIP00002191,0.5,209,DRV00061,TRK00105
TRIP00002192,0.5,342,DRV00049,TRK00049
TRIP00002193,1.0,173,DRV00065,TRK00093
TRIP00002194,0.5,184,DRV00051,TRK00029
TRIP00002195,1.0,277,DRV00061,TRK00072
TRIP00002196,1.0,332,DRV00024,TRK00067
TRIP00002197,0.5,158,DRV00054,TRK00079
TRIP00002198,0.5,174,DRV00082,TRK00004
TRIP00002199,1.0,145,DRV00061,TRK00013
TRIP00002200,0.0,209,DRV00071,TRK00115
TRIP00002201,0.5,47,DRV00013,TRK00101
TRIP00002202,0.5,270,DRV00111,TRK00106
TRIP00002203,0.0,178,DRV00145,TRK00039
TRIP00002204,0.0,114,DRV00133,TRK00002
TRIP00002205,0.0,111,DRV00020,TRK00073
TRIP00002206,0.5,303,DRV00107,TRK00011
TRIP00002207,0.5,52,DRV00055,TRK00086
TRIP00002208,0.5,380,DRV00147,TRK00091
TRIP00002209,1.0,52,DRV00018,TRK00025
TRIP00002210,1.0,328,DRV00085,TRK00105
TRIP00002211,0.5,174,DRV00071,TRK00031
TRIP00002212,1.0,128,DRV00033,TRK00057
TRIP00002213,0.5,276,DRV00050,TRK00071
TRIP00002214,1.0,289,DRV00105,TRK00113
TRIP00002215,1.0,61,DRV00036,TRK00045
TRIP00002216,0.5,89,DRV00132,TRK00061
TRIP00002217,0.0,302,DRV00060,TRK00054
TRIP00002218,0.5,129,DRV00047,TRK00085
TRIP00002219,0.5,99,DRV00071,TRK00008
TRIP00002220,0.5,285,DRV00058,TRK00067
TRIP00002221,0.5,231,DRV00132,TRK00020
TRIP00002222,0.5,165,DRV00145,TRK00103
TRIP00002223,0.5,38,DRV00142,TRK00120
TRIP00002224,0.0,165,DRV00025,TRK00083
TRIP00002225,1.0,130,DRV00147,TRK00002
TRIP00002226,0.5,330,DRV00015,TRK00093
TRIP00002227,1.0,25,DRV00023,TRK00101
TRIP00002228,0.0,169,DRV00085,TRK00006
TRIP00002229,0.5,79,DRV00025,TRK00013
TRIP00002230,0.5,144,DRV00056,TRK00040
TRIP00002231,0.5,215,DRV00014,TRK00065
TRIP00002232,1.0,86,DRV00083,
TRIP00002233,1.0,115,DRV00062,TRK00014
TRIP00002234,0.5,283,DRV00138,TRK00068
TRIP00002235,0.5,256,DRV00139,TRK00016
TRIP00002236,1.0,95,DRV00142,TRK00107
TRIP00002237,0.5,105,DRV00149,TRK00115
TRIP00002238,0.5,229,DRV00058,TRK00030
TRIP00002239,0.0,242,DRV00026,TRK00071
TRIP00002240,0.5,244,DRV00003,TRK00082
TRIP00002241,0.5,203,DRV00063,TRK00101
TRIP00002242,1.0,9,DRV00006,TRK00010
TRIP00002243,0.0,101,DRV00011,TRK00072
TRIP00002244,1.0,144,DRV00034,TRK00012
TRIP00002245,1.0,270,DRV00082,TRK00116
TRIP00002246,0.5,51,DRV00145,TRK00101
TRIP00002247,0.5,234,DRV00113,TRK00040
TRIP00002248,0.0,327,DRV00077,TRK00020
TRIP00002249,0.5,194,DRV00117,TRK00068
TRIP00002250,1.0,17,DRV00058,TRK00063
TRIP00002251,0.5,203,,TRK00071
TRIP00002252,0.5,0,DRV00041,TRK00041
TRIP00002253,1.0,132,DRV00009,TRK00060
TRIP00002254,0.5,401,DRV00062,TRK00001
TRIP00002255,0.5,29,DRV00080,TRK00065
TRIP00002256,0.5,55,DRV00019,TRK00019
TRIP00002257,1.0,271,DRV00143,TRK00082
TRIP00002258,0.5,137,DRV00019,TRK00026
TRIP00002259,0.5,325,DRV00133,TRK00091
TRIP00002260,0.5,270,DRV00145,TRK00091
TRIP00002261,0.0,64,DRV00126,TRK00069
TRIP00002262,0.5,358,DRV00126,TRK00009
TRIP00002263,1.0,184,DRV00147,TRK00114
TRIP00002264,0.5,155,DRV00016,TRK00030
TRIP00002265,0.0,225,DRV00143,TRK00009
TRIP00002266,0.5,12,DRV00146,TRK00053
TRIP00002267,0.0,178,DRV00108,TRK00068
TRIP00002268,0.5,194,DRV00037,TRK00045
TRIP00002269,0.0,210,DRV00020,TRK00052
TRIP00002270,1.0,280,DRV00080,TRK00029
TRIP00002271,0.0,266,DRV00015,TRK00113
TRIP00002272,1.0,219,DRV00089,TRK00004
TRIP00002273,1.0,262,DRV00149,TRK00025
TRIP00002274,0.0,191,DRV00074,TRK00002
TRIP00002275,0.0,140,DRV00114,TRK00001
TRIP00002276,0.5,194,DRV00078,TRK00064
TRIP00002277,1.0,83,DRV00039,TRK00073
TRIP00002278,0.5,385,DRV00133,TRK00030
TRIP00002279,0.5,71,DRV00109,TRK00057
TRIP00002280,0.0,0,DRV00009,TRK00082
TRIP00002281,1.0,211,DRV00034,TRK00053
TRIP00002282,0.5,330,DRV00148,TRK00101
TRIP00002283,0.5,144,DRV00085,TRK00054
TRIP00002284,0.5,174,,TRK00073
TRIP00002285,0.0,130,DRV00063,TRK00054
TRIP00002286,1.0,62,DRV00009,TRK00059
TRIP00002287,0.5,297,DRV00062,TRK00111
TRIP00002288,0.0,299,DRV00144,TRK00031
TRIP00002289,0.5,192,DRV00146,TRK00080
TRIP00002290,0.5,276,DRV00006,TRK00111
TRIP00002291,1.0,110,DRV00011,TRK00106
TRIP00002292,0.5,216,DRV00019,TRK00061
TRIP00002293,0.5,34,DRV00026,TRK00079
TRIP00002294,0.5,301,DRV00125,TRK00007
TRIP00002295,0.0,47,DRV00114,TRK00015
TRIP00002296,0.5,316,DRV00006,TRK00015
TRIP00002297,0.0,321,DRV00010,TRK00069
TRIP00002298,0.5,99,DRV00085,TRK00024
TRIP00002299,0.5,254,DRV00062,TRK00048
TRIP00002300,0.5,102,DRV00150,TRK00006
TRIP00002301,0.5,236,DRV00119,TRK00076
TRIP00002302,0.5,276,DRV00050,TRK00076
TRIP00002303,0.5,305,DRV00080,TRK00008
TRIP00002304,0.5,203,DRV00113,TRK00048
TRIP00002305,0.5,101,DRV00061,TRK00048
TRIP00002306,0.5,292,DRV00101,TRK00120
TRIP00002307,0.5,115,DRV00074,TRK00013
TRIP00002308,0.5,207,DRV00053,TRK00013
TRIP00002309,0.5,142,DRV00035,TRK00048
TRIP00002310,0.5,116,DRV00103,TRK00065
TRIP00002311,0.5,317,,TRK00009
TRIP00002312,0.0,106,DRV00016,TRK00067
TRIP00002313,1.0,22,DRV00123,TRK00107
TRIP00002314,0.5,212,DRV00012,TRK00002
TRIP00002315,0.5,25,DRV00149,TRK00026
TRIP00002316,1.0,91,DRV00038,TRK00120
TRIP00002317,0.5,282,DRV00111,TRK00078
TRIP00002318,0.5,84,DRV00117,TRK00050
TRIP00002319,0.5,105,DRV00050,TRK00013
TRIP00002320,1.0,70,DRV00122,TRK00113
TRIP00002321,1.0,109,DRV00071,TRK00038
TRIP00002322,0.5,131,DRV00074,TRK00063
TRIP00002323,0.5,164,,TRK00095
TRIP00002324,1.0,172,DRV00111,TRK00108
TRIP00002325,0.0,272,DRV00121,TRK00078
TRIP00002326,0.5,77,DRV00150,TRK00001
TRIP00002327,1.0,261,DRV00069,TRK00040
TRIP00002328,0.0,211,DRV00146,TRK00043
TRIP00002329,0.5,137,DRV00035,TRK00054
TRIP00002330,0.5,323,DRV00149,TRK00044
TRIP00002331,0.5,186,DRV00107,TRK00115
TRIP00002332,0.5,130,DRV00083,TRK00049
TRIP00002333,0.5,238,DRV00126,TRK00062
TRIP00002334,0.5,286,DRV00091,TRK00086
TRIP00002335,1.0,99,DRV00077,TRK00039
TRIP00002336,0.5,300,DRV00145,TRK00016
TRIP00002337,1.0,265,DRV00119,TRK00073
TRIP00002338,1.0,80,DRV00112,TRK00079
TRIP00002339,0.5,100,DRV00065,TRK00108
TRIP00002340,0.0,101,DRV00087,TRK00074
TRIP00002341,0.5,248,DRV00123,TRK00089
TRIP00002342,0.0,340,DRV00033,TRK00041
TRIP00002343,0.5,142,DRV00108,TRK00062
TRIP00002344,0.5,201,DRV00036,TRK00070
TRIP00002345,1.0,296,,TRK00025
TRIP00002346,0.5,165,DRV00041,TRK00033
TRIP00002347,0.5,157,DRV00099,TRK00062
TRIP00002348,0.0,374,DRV00105,TRK00054
TRIP00002349,0.5,405,DRV00133,TRK00073
TRIP00002350,0.5,164,DRV00091,TRK00110
TRIP00002351,0.5,184,DRV00053,TRK00065
TRIP00002352,1.0,173,DRV00013,
TRIP00002353,0.5,57,DRV00022,TRK00031
TRIP00002354,0.5,31,DRV00010,TRK00097
TRIP00002355,0.0,161,DRV00147,TRK00024
TRIP00002356,1.0,270,DRV00090,TRK00064
TRIP00002357,1.0,288,DRV00124,TRK00079
TRIP00002358,1.0,303,DRV00064,TRK00010
TRIP00002359,0.0,269,DRV00026,TRK00062
TRIP00002360,0.0,268,DRV00030,TRK00068
TRIP00002361,0.5,81,DRV00139,TRK00052
TRIP00002362,1.0,270,DRV00028,TRK00071
TRIP00002363,0.5,216,DRV00085,TRK00049
TRIP00002364,1.0,111,DRV00142,TRK00097
TRIP00002365,1.0,351,DRV00105,TRK00098
TRIP00002366,1.0,48,DRV00003,TRK00029
TRIP00002367,1.0,295,DRV00087,TRK00072
TRIP00002368,0.5,118,DRV00119,TRK00112
TRIP00002369,0.5,151,DRV00028,
TRIP00002370,0.5,37,DRV00026,TRK00049
TRIP00002371,1.0,206,DRV00055,TRK00091
TRIP00002372,1.0,67,DRV00082,TRK00023
TRIP00002373,1.0,149,DRV00141,TRK00002
TRIP00002374,0.0,173,DRV00026,TRK00014
TRIP00002375,0.5,171,DRV00055,TRK00007
TRIP00002376,0.5,117,,TRK00070
TRIP00002377,0.0,204,DRV00114,TRK00007
TRIP00002378,0.5,238,DRV00058,TRK00049
TRIP00002379,0.5,84,DRV00012,TRK00002
TRIP00002380,0.5,159,DRV00103,
TRIP00002381,0.0,31,DRV00082,TRK00079
TRIP00002382,0.5,267,DRV00065,TRK00039
TRIP00002383,0.5,84,DRV00060,TRK00050
TRIP00002384,0.5,101,DRV00095,TRK00089
TRIP00002385,0.5,206,DRV00039,TRK00116
TRIP00002386,0.5,260,DRV00117,TRK00062
TRIP00002387,0.5,103,DRV00043,TRK00040
TRIP00002388,0.5,147,DRV00147,TRK00049
TRIP00002389,0.0,160,DRV00149,TRK00018
TRIP00002390,1.0,143,DRV00060,TRK00031
TRIP00002391,0.5,214,DRV00058,TRK00078
TRIP00002392,1.0,146,DRV00129,TRK00051
TRIP00002393,1.0,246,DRV00104,TRK00050
TRIP00002394,0.5,198,DRV00074,TRK00014
TRIP00002395,0.5,225,DRV00141,TRK00002
TRIP00002396,0.5,130,DRV00009,TRK00038
TRIP00002397,0.5,145,DRV00124,TRK00097
TRIP00002398,1.0,323,DRV00147,TRK00101
TRIP00002399,0.5,137,DRV00024,TRK00007
TRIP00002400,1.0,90,DRV00142,TRK00110
TRIP00002401,1.0,127,DRV00020,TRK00002
TRIP00002402,0.5,222,DRV00022,TRK00033
TRIP00002403,1.0,79,DRV00133,TRK00016
TRIP00002404,0.0,101,DRV00041,TRK00052
TRIP00002405,1.0,123,DRV00075,TRK00031
TRIP00002406,0.5,244,DRV00006,TRK00058
TRIP00002407,0.5,179,DRV00066,TRK00061
TRIP00002408,0.5,148,DRV00103,TRK00008
TRIP00002409,0.0,358,DRV00141,TRK00057
TRIP00002410,1.0,227,DRV00123,TRK00097
TRIP00002411,0.5,187,DRV00122,TRK00071
TRIP00002412,0.5,294,DRV00129,TRK00045
TRIP00002413,0.5,268,DRV00057,
TRIP00002414,0.5,138,DRV00009,TRK00020
TRIP00002415,0.5,276,DRV00045,TRK00078
TRIP00002416,0.0,147,DRV00124,TRK00086
TRIP00002417,0.5,271,DRV00057,TRK00011
TRIP00002418,0.5,261,DRV00110,TRK00054
TRIP00002419,1.0,345,DRV00099,TRK00025
TRIP00002420,0.5,151,DRV00062,TRK00065
TRIP00002421,0.5,194,DRV00123,TRK00012
TRIP00002422,1.0,262,DRV00056,TRK00002
TRIP00002423,0.5,294,DRV00109,TRK00010
TRIP00002424,0.5,293,DRV00089,TRK00051
TRIP00002425,0.0,295,DRV00069,TRK00012
TRIP00002426,1.0,71,DRV00009,TRK00115
TRIP00002427,0.5,155,DRV00113,TRK00059
TRIP00002428,1.0,69,DRV00065,TRK00067
TRIP00002429,0.5,319,DRV00054,TRK00029
TRIP00002430,0.5,24,DRV00069,TRK00084
TRIP00002431,1.0,139,DRV00075,TRK00018
TRIP00002432,0.5,237,DRV00061,TRK00049
TRIP00002433,0.5,387,DRV00126,TRK00071
TRIP00002434,1.0,173,DRV00043,TRK00113
TRIP00002435,1.0,196,DRV00142,TRK00055
TRIP00002436,0.5,225,DRV00045,TRK00063
TRIP00002437,0.5,139,DRV00016,TRK00033
TRIP00002438,0.5,117,DRV00097,TRK00068
TRIP00002439,1.0,237,DRV00028,TRK00082
TRIP00002440,0.0,216,DRV00059,TRK00030
TRIP00002441,1.0,163,DRV00141,TRK00105
TRIP00002442,0.0,220,DRV00119,TRK00112
TRIP00002443,1.0,215,DRV00143,TRK00114
TRIP00002444,0.5,229,DRV00074,TRK00052
TRIP00002445,0.0,113,DRV00127,TRK00049
TRIP00002446,1.0,177,DRV00034,TRK00096
TRIP00002447,0.5,21,DRV00091,TRK00107
TRIP00002448,0.5,228,DRV00134,TRK00062
TRIP00002449,0.0,256,DRV00110,TRK00060
TRIP00002450,0.5,230,DRV00043,TRK00049
TRIP00002451,1.0,296,DRV00039,TRK00115
TRIP00002452,0.5,331,DRV00069,TRK00079
TRIP00002453,0.0,96,DRV00003,TRK00014
TRIP00002454,1.0,114,DRV00034,TRK00043
TRIP00002455,0.5,157,DRV00138,TRK00033
TRIP00002456,0.5,256,DRV00050,TRK00076
TRIP00002457,0.0,158,DRV00122,TRK00048
TRIP00002458,0.5,56,DRV00020,TRK00004
TRIP00002459,0.5,78,DRV00087,TRK00092
TRIP00002460,1.0,196,DRV00012,TRK00064
TRIP00002461,0.5,125,DRV00075,TRK00085
TRIP00002462,1.0,168,DRV00138,TRK00089
TRIP00002463,0.5,199,DRV00030,TRK00033
TRIP00002464,0.5,144,DRV00050,TRK00099
TRIP00002465,1.0,56,DRV00126,TRK00036
TRIP00002466,0.5,0,DRV00051,TRK00019
TRIP00002467,1.0,168,DRV00053,TRK00041
TRIP00002468,0.0,197,DRV00127,TRK00024
TRIP00002469,0.5,218,DRV00004,TRK00105
TRIP00002470,0.5,382,DRV00102,TRK00082
TRIP00002471,1.0,176,DRV00062,TRK00078
TRIP00002472,0.5,193,DRV00070,TRK00095
TRIP00002473,0.5,184,DRV00143,TRK00068
TRIP00002474,1.0,48,DRV00033,TRK00044
TRIP00002475,0.5,235,DRV00018,TRK00010
TRIP00002476,0.5,146,DRV00023,TRK00115
TRIP00002477,0.5,242,DRV00018,TRK00089
TRIP00002478,1.0,285,DRV00041,TRK00039
TRIP00002479,1.0,350,DRV00095,TRK00116
TRIP00002480,0.0,186,DRV00026,TRK00114
TRIP00002481,0.5,37,DRV00125,TRK00067
TRIP00002482,0.5,267,DRV00041,TRK00072
TRIP00002483,1.0,232,DRV00047,TRK00107
TRIP00002484,1.0,86,DRV00144,TRK00061
TRIP00002485,0.0,112,DRV00037,TRK00116
TRIP00002486,1.0,19,DRV00121,TRK00041
TRIP00002487,0.5,261,DRV00098,TRK00001
TRIP00002488,0.5,70,DRV00125,TRK00076
TRIP00002489,0.0,15,DRV00123,TRK00082
TRIP00002490,1.0,223,DRV00034,TRK00044
TRIP00002491,0.0,177,DRV00102,TRK00115
TRIP00002492,1.0,141,DRV00057,TRK00108
TRIP00002493,0.5,81,DRV00107,TRK00072
TRIP00002494,0.5,286,DRV00100,TRK00035
TRIP00002495,0.5,107,DRV00127,TRK00072
TRIP00002496,1.0,214,DRV00032,TRK00012
TRIP00002497,0.0,128,DRV00108,TRK00089
TRIP00002498,0.0,0,DRV00138,TRK00084
TRIP00002499,0.5,100,DRV00084,TRK00030
TRIP00002500,0.0,254,DRV00092,TRK00044
TRIP00002501,0.5,274,DRV00100,TRK00035
TRIP00002502,1.0,87,DRV00087,TRK00012
TRIP00002503,0.5,293,DRV00003,TRK00043
TRIP00002504,0.5,224,DRV00029,TRK00001
TRIP00002505,1.0,229,DRV00074,TRK00107
TRIP00002506,0.0,133,DRV00060,TRK00098
TRIP00002507,1.0,228,DRV00005,TRK00097
TRIP00002508,0.5,293,DRV00134,TRK00033
TRIP00002509,1.0,170,DRV00043,TRK00052
TRIP00002510,0.5,33,DRV00051,TRK00084
TRIP00002511,0.0,311,DRV00011,TRK00062
TRIP00002512,1.0,305,DRV00057,TRK00106
TRIP00002513,0.0,136,DRV00133,TRK00008
TRIP00002514,1.0,244,DRV00039,TRK00043
TRIP00002515,1.0,208,DRV00108,TRK00048
TRIP00002516,1.0,146,DRV00142,TRK00110
TRIP00002517,1.0,325,DRV00003,
TRIP00002518,0.5,143,DRV00125,TRK00074
TRIP00002519,0.5,76,DRV00070,TRK00051
TRIP00002520,0.5,58,DRV00041,TRK00067
TRIP00002521,1.0,346,DRV00094,TRK00071
TRIP00002522,0.5,348,DRV00063,TRK00018
TRIP00002523,0.5,189,DRV00053,TRK00068
TRIP00002524,0.0,95,DRV00150,TRK00001
TRIP00002525,0.5,281,DRV00145,TRK00120
TRIP00002526,0.0,217,DRV00045,TRK00080
TRIP00002527,0.5,197,,TRK00033
TRIP00002528,1.0,179,DRV00095,TRK00045
TRIP00002529,1.0,240,DRV00003,TRK00116
TRIP00002530,0.5,283,DRV00088,TRK00009
TRIP00002531,0.5,239,DRV00034,TRK00044
TRIP00002532,0.5,285,DRV00023,TRK00018
TRIP00002533,0.5,0,DRV00063,TRK00004
TRIP00002534,1.0,294,DRV00087,TRK00062
TRIP00002535,0.5,85,DRV00090,TRK00079
TRIP00002536,1.0,70,DRV00003,TRK00058
TRIP00002537,1.0,283,DRV00029,TRK00099
TRIP00002538,0.0,350,DRV00113,TRK00098
TRIP00002539,0.5,114,DRV00044,TRK00064
TRIP00002540,1.0,163,DRV00095,TRK00074
TRIP00002541,0.5,10,DRV00124,TRK00114
TRIP00002542,1.0,347,DRV00139,TRK00106
TRIP00002543,0.5,255,,TRK00120
TRIP00002544,0.5,155,DRV00053,TRK00105
TRIP00002545,0.5,212,DRV00107,TRK00013
TRIP00002546,0.5,59,DRV00100,TRK00049
TRIP00002547,1.0,230,DRV00043,TRK00114
TRIP00002548,0.5,82,DRV00049,TRK00097
TRIP00002549,1.0,264,DRV00085,TRK00083
TRIP00002550,1.0,173,DRV00062,TRK00053
TRIP00002551,0.0,202,DRV00124,TRK00085
TRIP00002552,0.5,260,DRV00063,TRK00099
TRIP00002553,0.5,276,DRV00089,TRK00038
TRIP00002554,1.0,78,DRV00113,TRK00020
TRIP00002555,0.0,209,DRV00102,TRK00041
TRIP00002556,0.0,154,DRV00055,TRK00099
TRIP00002557,0.5,365,DRV00020,TRK00074
TRIP00002558,0.5,201,DRV00139,TRK00019
TRIP00002559,1.0,136,DRV00111,TRK00090
TRIP00002560,1.0,128,DRV00091,TRK00055
TRIP00002561,0.0,166,DRV00134,TRK00038
TRIP00002562,0.5,244,DRV00095,TRK00099
TRIP00002563,0.5,145,DRV00060,TRK00105
TRIP00002564,0.0,254,DRV00023,TRK00016
TRIP00002565,0.5,150,DRV00023,TRK00092
TRIP00002566,0.5,206,DRV00092,TRK00082
TRIP00002567,0.5,252,DRV00010,TRK00030
TRIP00002568,1.0,158,DRV00144,TRK00012
TRIP00002569,0.5,312,DRV00013,TRK00086
TRIP00002570,0.5,41,DRV00089,TRK00072
TRIP00002571,0.5,242,DRV00150,TRK00116
TRIP00002572,1.0,279,DRV00050,TRK00083
TRIP00002573,0.5,27,DRV00020,TRK00105
TRIP00002574,0.5,159,DRV00149,TRK00108
TRIP00002575,0.5,152,DRV00099,TRK00089
TRIP00002576,0.0,271,DRV00077,TRK00006
TRIP00002577,0.0,64,DRV00125,TRK00074
TRIP00002578,0.5,263,DRV00126,TRK00111
TRIP00002579,0.0,110,DRV00113,TRK00060
TRIP00002580,1.0,1,DRV00032,TRK00020
TRIP00002581,1.0,123,DRV00028,TRK00004
TRIP00002582,0.5,119,DRV00005,TRK00089
TRIP00002583,0.5,179,DRV00130,TRK00050
TRIP00002584,0.5,215,DRV00090,TRK00078
TRIP00002585,0.5,259,DRV00088,TRK00054
TRIP00002586,1.0,148,DRV00050,TRK00031
TRIP00002587,0.5,245,DRV00107,TRK00058
TRIP00002588,1.0,32,DRV00132,TRK00082
TRIP00002589,1.0,208,DRV00110,TRK00114
TRIP00002590,1.0,318,DRV00080,TRK00033
TRIP00002591,1.0,8,DRV00059,TRK00031
TRIP00002592,0.5,354,DRV00126,TRK00097
TRIP00002593,0.5,175,DRV00069,TRK00074
TRIP00002594,0.0,279,DRV00114,TRK00067
TRIP00002595,0.5,52,DRV00101,TRK00013
TRIP00002596,0.5,193,DRV00012,TRK00107
TRIP00002597,0.5,217,DRV00091,TRK00008
TRIP00002598,0.0,227,DRV00055,TRK00004
TRIP00002599,1.0,102,DRV00054,TRK00120
TRIP00002600,0.5,267,DRV00059,TRK00054
TRIP00002601,0.5,312,DRV00105,TRK00074
TRIP00002602,0.0,168,DRV00006,TRK00020
TRIP00002603,1.0,222,DRV00002,TRK00083
TRIP00002604,0.5,343,DRV00075,TRK00063
TRIP00002605,0.0,80,DRV00063,TRK00103
TRIP00002606,0.5,200,DRV00020,TRK00098
TRIP00002607,1.0,161,DRV00062,TRK00084
TRIP00002608,0.5,97,,TRK00120
TRIP00002609,0.5,224,DRV00114,TRK00049
TRIP00002610,0.0,59,DRV00132,TRK00076
TRIP00002611,0.0,171,DRV00023,TRK00016
TRIP00002612,1.0,160,DRV00108,TRK00074
TRIP00002613,0.5,203,DRV00062,TRK00054
TRIP00002614,0.5,281,DRV00005,TRK00020
TRIP00002615,1.0,262,,TRK00103
TRIP00002616,1.0,120,DRV00075,TRK00120
TRIP00002617,0.5,75,DRV00139,TRK00008
TRIP00002618,1.0,57,DRV00097,TRK00061
TRIP00002619,0.5,260,DRV00062,TRK00071
TRIP00002620,0.5,190,DRV00078,TRK00098
TRIP00002621,0.0,61,DRV00078,
TRIP00002622,0.5,97,DRV00126,TRK00112
TRIP00002623,0.0,97,DRV00025,TRK00036
TRIP00002624,1.0,77,DRV00105,TRK00082
TRIP00002625,0.5,318,DRV00108,TRK00062
TRIP00002626,0.0,220,DRV00134,TRK00025
TRIP00002627,0.0,10,DRV00011,TRK00030
TRIP00002628,0.0,265,DRV00102,TRK00025
TRIP00002629,1.0,0,DRV00033,TRK00051
TRIP00002630,0.5,0,DRV00092,TRK00103
TRIP00002631,0.0,69,DRV00064,TRK00060
TRIP00002632,0.5,217,DRV00017,TRK00120
TRIP00002633,0.0,171,DRV00110,TRK00099
TRIP00002634,0.5,233,DRV00095,TRK00055
TRIP00002635,1.0,133,DRV00121,TRK00071
TRIP00002636,1.0,256,DRV00087,TRK00048
TRIP00002637,0.5,267,DRV00099,
TRIP00002638,0.0,252,DRV00090,TRK00064
TRIP00002639,1.0,233,DRV00126,TRK00012
TRIP00002640,0.5,179,DRV00130,TRK00074
TRIP00002641,0.0,215,DRV00055,
TRIP00002642,0.0,246,DRV00145,TRK00120
TRIP00002643,0.5,83,DRV00149,
TRIP00002644,0.5,368,DRV00038,TRK00045
TRIP00002645,1.0,178,,TRK00114
TRIP00002646,1.0,209,DRV00014,TRK00030
TRIP00002647,1.0,199,DRV00043,TRK00039
TRIP00002648,0.5,182,DRV00113,TRK00073
TRIP00002649,0.5,210,,TRK00067
TRIP00002650,0.0,161,DRV00002,TRK00024
TRIP00002651,0.5,231,DRV00094,TRK00057
TRIP00002652,0.5,33,DRV00138,TRK00086
TRIP00002653,1.0,294,DRV00103,TRK00014
TRIP00002654,1.0,230,DRV00150,TRK00068
TRIP00002655,0.5,165,DRV00095,TRK00013
TRIP00002656,1.0,215,DRV00129,TRK00045
TRIP00002657,0.5,184,DRV00150,TRK00114
TRIP00002658,0.5,193,DRV00020,TRK00006
TRIP00002659,0.5,187,DRV00025,TRK00070
TRIP00002660,0.5,209,DRV00130,TRK00050
TRIP00002661,0.0,332,DRV00094,TRK00010
TRIP00002662,1.0,197,DRV00103,TRK00092
TRIP00002663,0.5,45,DRV00017,TRK00083
TRIP00002664,0.5,240,DRV00079,TRK00030
TRIP00002665,0.0,115,DRV00080,TRK00016
TRIP00002666,0.5,148,DRV00017,TRK00091
TRIP00002667,0.0,289,DRV00061,TRK00106
TRIP00002668,0.5,159,DRV00088,TRK00045
TRIP00002669,0.5,67,DRV00113,TRK00091
TRIP00002670,0.5,169,DRV00043,TRK00068
TRIP00002671,0.5,109,DRV00019,TRK00090
TRIP00002672,0.5,138,DRV00047,TRK00101
TRIP00002673,1.0,20,DRV00150,TRK00090
TRIP00002674,0.5,20,DRV00013,TRK00116
TRIP00002675,0.5,131,DRV00145,TRK00093
TRIP00002676,0.5,205,DRV00030,TRK00071
TRIP00002677,0.0,274,DRV00114,TRK00050
TRIP00002678,0.5,49,DRV00050,TRK00120
TRIP00002679,1.0,181,DRV00100,TRK00078
TRIP00002680,0.5,183,DRV00056,TRK00120
TRIP00002681,1.0,261,DRV00117,TRK00049
TRIP00002682,1.0,164,DRV00098,TRK00116
TRIP00002683,0.5,169,DRV00058,TRK00097
TRIP00002684,0.0,160,DRV00035,TRK00078
TRIP00002685,0.5,231,DRV00130,TRK00071
TRIP00002686,0.5,236,DRV00071,TRK00107
TRIP00002687,0.0,124,DRV00120,TRK00054
TRIP00002688,0.5,38,DRV00147,TRK00016
TRIP00002689,0.5,326,DRV00039,TRK00014
TRIP00002690,1.0,303,DRV00099,TRK00001
TRIP00002691,0.5,231,DRV00022,TRK00050
TRIP00002692,0.0,61,DRV00065,TRK00036
TRIP00002693,0.5,188,DRV00129,TRK00029
TRIP00002694,0.5,301,DRV00018,TRK00068
TRIP00002695,1.0,268,DRV00109,TRK00031
TRIP00002696,0.0,273,,TRK00010
TRIP00002697,0.0,239,DRV00043,TRK00008
TRIP00002698,0.5,240,DRV00120,TRK00097
TRIP00002699,1.0,60,DRV00108,TRK00001
TRIP00002700,1.0,92,DRV00128,TRK00115
TRIP00002701,0.0,171,DRV00044,TRK00098
TRIP00002702,0.0,265,DRV00085,TRK00004
TRIP00002703,0.5,127,DRV00070,TRK00012
TRIP00002704,1.0,66,DRV00149,
TRIP00002705,1.0,25,DRV00150,TRK00058
TRIP00002706,0.5,133,DRV00022,TRK00012
TRIP00002707,1.0,96,DRV00043,TRK00030
TRIP00002708,0.5,309,DRV00012,TRK00101
TRIP00002709,0.5,231,,TRK00031
TRIP00002710,0.5,330,DRV00043,TRK00076
TRIP00002711,0.0,113,DRV00111,TRK00079
TRIP00002712,0.5,399,DRV00032,TRK00006
TRIP00002713,0.0,238,DRV00059,TRK00101
TRIP00002714,0.5,168,DRV00074,TRK00043
TRIP00002715,1.0,25,DRV00081,TRK00080
TRIP00002716,0.5,45,DRV00112,TRK00008
TRIP00002717,0.5,222,DRV00029,TRK00096
TRIP00002718,1.0,52,DRV00108,TRK00095
TRIP00002719,0.5,130,DRV00049,TRK00098
TRIP00002720,0.5,73,DRV00039,TRK00065
TRIP00002721,0.5,295,DRV00143,TRK00110
TRIP00002722,0.0,236,DRV00146,TRK00004
TRIP00002723,0.5,283,,
